,deu,nds
12444,"Wäre sie nicht gegangen, hätte er sie wahrscheinlich blutig geschlagen.","Wenn se nich gahn weer, harr he ehr wahrschienlich blödig slaan."
12445,Hätte ich das gewusst!,Harr ik dat weten!
12446,Ich habe ihn kommen sehen.,Ik heff em kamen sehn.
12447,Ich benutze eine Abkürzung durch den Garten.,Ik bruuk en Afkörten dör den Gaarn.
12448,Meg hat mich noch nicht einmal angeschaut.,Meg hett mi noch nich mal ankeken.
12449,Er kann gut fahren.,He kann goot föhren.
12450,Er kann gut fahren.,He kann goot rieden.
12451,Man gewöhnt sich an alles.,Een wennt sik an allens.
12452,Mit wem spricht sie?,’Keen snackt se mit?
12453,"Gestern war ein junger Missionar an meiner Haustür, aber es ist mir nicht gelungen, ihn von seinem Glauben abzubringen.","Güstern weer en jungen Missionar an mien Huusdöör, aver ik heff dat nich henkregen, em vun sien Glöven aftobringen."
12454,Ich habe ihr ein neues Auto gekauft.,Ik heff ehr en nich Auto köfft.
12455,Ich habe ihr ein neues Auto gekauft.,Ik heffehr en nich Auto köfft.
12456,Sie hat so schöne Augen.,Se hett so mooie Ogen.
12457,Sie hat so schöne Augen.,Se hett so smucke Ogen.
12458,"Ich will, dass du mir die Wahrheit sagst.","Ik will, dat du mi de Wohrheid seggst."
12459,Öffne die Flasche.,Maak de Buddel apen.
12460,„Was hast du gesagt?“ – „Ich habe nichts gesagt.“,"Wat hess du seggt? ""Nix heff ik seggt."""
12461,Napoleon Bonaparte wurde auf Korsika geboren.,Napoleon Bonaparte is op Korsika baren.
12462,Da brauchst du mir nicht für zu danken.,Dor bruukst du mi nich för to danken.
12463,Da lass uns mal einen von trinken gehen.,Dor laat uns ees een vun drinken gahn.
12464,Es geht auf Weihnachten zu.,Dat geiht op Wiehnachten dal.
12465,Sie spielen gern im Schnee.,Se speelt geern in ’n Snee.
12466,Sie spielen gerne im Schnee.,Se speelt geern in ’n Snee.
12467,"Alles hat seine Wissenschaft, sagte das Mädchen und pustete das Licht mit dem Hintern aus.","Allens hett sien Wetenschop, seed de Deern un puust dat Licht mit ’n Moors ut."
12468,"Jeder Beitrag hilft, sagte die Mücke und pinkelte in die See.","All Baat helpt, seed de Mügg un pisst in de See."
12469,"Alles mit Maßen, sagte der Schneider, also schlug er seine Frau mit der Elle tot.","Allens mit Maten, seed de Snieder, do hau he sien Wiev mit de Ell doot."
12470,"Kommt die Armut zur Türe herein, fliegt die Liebe zum Fenster hinaus.","Kummt de Armood dör de Döör, flüggt de Leevd dat Finster rut."
12471,"Wenn die Katze maust, miaut sie nicht.","Wenn de Katt muust, maut se nich."
12472,"Wenn die Tage anfangen, länger zu werden, fängt der Winter an, strenger zu werden.","Wenn de Daag fangt an to längen, fangt de Winter an to strengen."
12473,"Wenn das Bier im Manne ist, ist der Verstand in der Kanne.","Is dat Beer in ’n Mann, is de Verstand in de Kann."
12474,"Wenn das Kind ertrunken ist, soll der Brunnen abgedeckt werden.","Wenn dat Kind verdrunken is, schall de Pütt dämpt warrn."
12475,"Wenn die Narren auf den Markt kommen, bekommt der Händler Geld.","Wenn de Narren to Markt kaamt, denn kriegt de Kramers Geld."
12476,Mit großen Herrn ist nicht gut Kirschen essen.,Mit groot Heren is nich goot Karsbeern eten.
12477,"Er ist krank wie ein Huhn, er mag essen aber nichts tun.","He is krank as en Hohn, mag eten aver nix doon."
12478,Armer Leute Pfannkuchen und reicher Leute Krankheiten riechen weit.,Arme Lüüd Pannkoken un rieke Lüüd Krankheiden rüükt wiet.
12479,"Wenn die Katzen niesen, wird das Wetter gut.","Wenn de Katten pruust, warrt dat goot Wedder."
12480,Die Wahrheit über die Katze erfährt man von den Mäusen.,De Wohrheid över de Katt kriggt een vun de Müüs to hören.
12481,"Gott schuf die Katze, damit der Mensch einen Tiger zum Streicheln hat.","Godd hett de Katt schapen, dat de Minsch en Tieger to ’n Straken hett."
12482,Bei Nacht sind alle Katzen grau.,Bi Nacht sünd all Katten gries.
12484,"Eine lahme Katze ist mehr wert als ein schnelles Pferd, wenn der Palast voller Mäuse ist.","En lahme Katt is mehr weerd as en gau Peerd, wenn de Pallast vull Müüs is."
12485,Du hast wenig zu gewinnen und viel zu verlieren.,Du hest wenig to winnen un veel to verleren.
12486,Würdest du gerne mit mir spielen?,Wullt du geern mit mi spelen?
12487,Ihr Name wurde von der Liste gestrichen.,Ehr Naam is vun de List streken worrn.
12488,Dein Name wurde von der Liste gestrichen.,Dien Naam is vun de List streken worrn.
12489,Ich freue mich so für dich.,Ik frei mi so för di.
12490,Die Straßen sind voller Autos.,De Straten sünd vull mit Autos.
12491,Wieso bist du so spät nach Hause gekommen?,Worüm büst du so laat na Huus kamen?
12492,Du solltest besser zum Zahnarzt gehen.,Du schusst beter na ’n Tähndokter gahn.
12493,Lasst uns etwas spielen.,Laat uns wat spelen.
12494,Wem gehört dieses Haus?,’Keen höört dit Huus to?
12495,Du bist nie zufrieden!,Du büst nie tofreden!
12496,"Hunde glauben, sie sind Menschen und Katzen glauben, sie sind Gott.","Hunnen löövt, dat se Minschen sünd un Katten dat se Godd sünd."
12497,"Nicht alles, was zwei Backen hat, ist ein Gesicht.","Nich allens, wat twee Backen hett, is en Gesicht."
12498,Auch der beste Gaul stolpert einmal.,Ook dat best Peerd strumpelt ees.
12499,Goldene Zügel machen ein Pferd nicht besser.,Gollen Tögels maakt en Peerd nich beter.
12500,Auch das schnellste Pferd hat nur vier Beine.,Ook dat gauste Peerd hett man veer Been.
12501,Mein Auto hat nicht genügend PS.,Mien Auto hett nich noog PS.
12502,Ich trinke Kaffee.,Ik drink Kaffe.
12503,Haben wir schon Dienstag?,Hebbt wi al Dingsdag?
12504,"Hilfst du mir, nach meinem Portemonnaie zu suchen?","Helpst du mi, na mien Portmanneet to söken?"
12505,Das sagt man nicht mehr.,Dat warrt nich mehr seggt.
12506,Jeden Frühling tritt der Fluss hier über die Ufer.,Elk Vörjahr geiht de Stroom hier över de Övers.
12507,Schnell raus hier!,Gau rut hier!
12508,"Wenn der Himmel herunter fällt, dann liegen wir alle darunter.","Wenn de Heven fallt, so liggt wi dar all ünner."
12509,"Besser ein halbes Ei, als eine leere Eierschale.",Beter en half Ei as en leddig Dopp.
12510,Besser etwas als nichts.,Beter wat as nix.
12511,"Besser eine Laus im Kohl, als gar kein Fett.",Beter en Luus in ’n Kohl as gorkeen Fett.
12512,Klein und munter sein ist besser als ein großer Flegel zu sein.,Lütt un kregel is beter as en groten Flegel.
12513,Er setzt den Bauern auf den Edelmann.,He setten den Buur op ’n Eddelmann.
12514,"Wem die Kuh gehört, der fasse sie beim Schwanz.","’Keen de Koh tohöört, faat se bi ’n Steert."
12515,"Wer nach dem Hund werfen will, wird wohl einen Stock finden.","De ’n Hund smieten will, kann woll en Knüppel finnen."
12516,"Wer sich nicht satt essen kann, der kann sich auch nicht satt lecken.","Wer sik nich sadd eten kann, kann sik ok nich sadd lken."
12517,"Die Kuh hat vergessen, dass sie ein Kalb gewesen ist.","De Koh hett vergeten, dat se en Kalv wesen is."
12518,"Gott sorgt dafür, dass die Bäume nicht in den Himmel wachsen.","Godd stüürt de Bööm, dat se nich in ’n Heven wasst."
12519,"Das ist so, als Dielen nach Norwegen zu schicken.",Dat is so as Delen na Noorwegen schken.
12520,"Wer von Schollen träumt, der isst sie gern.","De vun Schullen dröömt, de itt geern Butt."
12521,"Der Topf wirft dem Kessel vor, dass er schwarz ist.","De Pott verwitt de Ketel, dat he swart is."
12522,Ein Teufel heißt den anderen Schielauge.,Een Düvel heet den ännern Glippoog.
12523,"Das Beste in die Mitte, sagte der Teufel, und läuft zwischen zwei Pfaffen.","Dat Best in ’e Mitt, seed de Düvel, dar lööp he twischen twee Papen."
12524,"Wer das Letzte aus der Kanne haben will, dem schlägt der Deckel auf die Nase.","De dat leste ut de Kann hebben will, den sleiht dat Lidd op de Nees."
12525,"Wer seine Nase abschneidet, der verstümmelt sein Gesicht.","De sien Nees afsniddt, schännt sien Gesicht."
12526,Ich kaufe meine Socken immer paarweise.,Ik kööp mien Söcken ümmer poorwies.
12527,Er fährt alle dreißig Minuten.,He föhrt all dörtig Minuten.
12528,Ich will Zauberer werden.,Ik will Töverer warrn.
12529,"Es gibt so gut wie niemanden, der das nicht weiß.","Dat gifft meist nüms, de dat nich weet."
12530,Was hast du heute über Lojban gelernt?,Wat hest du vondaag över Lojban lehrt?
12531,"Nachdem Udo seine Zigarette geraucht hatte, ging er fort.","As Udo sien Zigarett smöökt harr, güng he weg."
12532,Der Fremde stammt aus Schottland.,De Frömme stammt ut Schottland.
12533,Die Katze frisst.,De Katt fritt.
12534,Steh gleich auf!,Stah foorts op!
12535,Einem betrunkenen Menschen muss man mit einem Fuder Heu aus dem Weg fahren.,En duun Minsch mutt man mit ’n Foder Hau ut ’n Weg föhren.
12536,Ein bisschen zu spät ist viel zu spät.,En beten to laat is veel to laat.
12537,Vermuten ist danebenliegen.,Gissen is missen.
12538,"Es ist kein Topf so schief, es passt ein Deckel darauf.","Dor is keen Pott so scheev, dar passt en Stulp op."
12539,Er bessert sich wie ein junger Wolf.,He betert sik as en jung Wulv.
12540,"Du hast nicht die Eier dafür, diesen Satz zu übersetzen.","Dor hest du nich de Klöten för, dissen Satz to översetten."
12541,Ich habe das Problem selbst gelöst.,Ik heff dat Probleem al sülvs lööst.
12542,Ken hat die Freundin von Tom geküsst.,Ken hett Tom sien Fründin küsst.
12543,Ich habe einen Pass.,Ik heff en Pass.
12544,"Die Straße ist eine Eisbahn, sei vorsichtig.","De Straat is en Iesbahn, wees vörsichtig."
12545,Sie zog die Türe auf.,Se tröck de Döör apen.
12546,Faule Schäfer haben gute Hunde.,Fule Schäpers hebbt gode Hunnen.
12547,Ich habe den Roman mit Vergnügen gelesen.,Ik heff den Romaan mit Pleseer leest.
12548,Mama! Hektor geht mir auf den Wecker!,Mama! Hector brüüdt mi!
12549,Mit Holz heizen ist ökologischer.,Mit Holt böten is ökologischer.
12550,Ich will Südkorea besuchen.,Ik will Süüdkorea besöken.
12551,Sie verstehen sich.,Se verstaht sik.
12552,Die Bank ist am Sonntag geschlossen.,De Bank is an ’n Sünndag nich apen.
12553,Mein Papa sagte nein.,Mien Papa seed nee.
12554,Es wird immer schlimmer.,Dat warrt ümmer slimmer.
12555,Er hat ein Auto gekauft.,He hett en Auto köfft.
12556,Einer der Apostel Jesu hieß Paulus.,Een vun Jesus sien Apostels hett Paulus heten.
12557,Ich bin eingeschlafen.,Ik bün toslapen.
12558,Ich bin eingeschlafen.,Ik bün inslopen.
12559,"Ich bedaure, dass ich dort hingegangen bin.","Dat düürt mi, dat ik dar hengahn bün."
12560,Das unabhängige Fürstentum Liechtenstein liegt in Mitteleuropa zwischen der Schweiz und Österreich.,Dat unafhängige Förstendoom Liechtensteen liggt in Middeleuropa mang de Swiez un Öösterriek.
12561,Dieses Buch ist nicht zu verkaufen.,Dit Book is nich to verköpen.
12562,Milch? Zucker?,Melk? Zucker?
12563,Kann ich etwas Geld von dir leihen?,Kann ik wat Geld vun di lehnen?
12564,Das Tor war zu schmal für den Lastwagen.,De Poort weer to small för den Lastwagen.
12565,Ich schloss die Türe hinter mir.,Ik deed de Döör achter mi dicht.
12566,Die Nacht ist noch jung.,De Nacht is noch jung.
12567,Komm schnell zurück.,Kaam gau trügg.
12568,Bring mir ein Handtuch.,Bring mi en Handook.
12569,Liebe ist blind.,Leevd is blind.
12570,Meine Arbeit ist getan.,Mien Wark is daan.
12571,Ist der Außenminister schon angekommen?,Is de Butenminister al ankamen?
12572,Der Streit geht weiter!,De Striet geiht wieder!
12573,Das ist mein Buch.,Dat is mien Book.
12574,"Alles was ich habe, sind Bücher.","Allens, wat ik heff, sünd Böker."
12575,Ich bin lesbisch.,Ik bün lesbisch.
12576,Verga ist ein berühmter Autor.,Verga is en beröhmten Schriever.
12577,Ich brauche Freunde.,Ik bruuk Frünnen.
12578,Ich brauche Freunde.,Ik bruuk Frünn.
12579,Er ist ein bisschen bleich.,He is en beten bleek.
12580,Lächeln ist ein billiger Weg um schöner zu sein.,Smüüstern is en goodkopen Weg üm smucker to wesen.
12581,Was ist deine Muttersprache?,Wat is dien Moderspraak?
12582,Du musst mit Trinken aufhören.,Du musst ophören mit Drinken.
12583,Es ist noch hell draußen.,Dat is noch hell buten.
12584,Ich habe diesen Sommer zwei Kilo zugenommen.,Ik heff dissen Sommer twee Kilo tonahmen.
12585,"Sie ist es gewohnt, die ganze Nacht aufzubleiben.","Se is dat wennt, de ganze Nacht optoblieven."
12586,"Er mag alles, was süß ist.","He mag allens, wat sööt is."
12587,"Du musst aufhören, dich so dumm zu benehmen.","Du musst ophören, di so dumm to beren."
12588,Die Welt braucht Menschen mit Talent.,De Welt bruukt Lüüd mit Talent.
12589,Fleisch und Eier enthalten viel Proteine.,Fleesch un Eier hebbt veel Protein.
12590,Gold rostet nicht.,Gold rust nich.
12591,Der Erdboden ist feucht.,De Bodden is fuchtig.
12592,Hast du mich verstanden?,Hest du mi verstahn?
12593,Ich trinke heute eine heiße Schokolade.,Ik drink vondaag en hitte Schokolaad.
12594,Du darfst deinen Eltern nichts davon sagen.,Du dröffst dar dien Öllern nix vun seggen.
12595,Unser Flugzeug fliegt gen Süden.,Uns Fleger flüggt na Süden.
12596,"Ich habe heute vergessen, ihn anzurufen.","Ik heff vondaag vergeten, em antoropen."
12597,Sie hat drei Jahre eingesessen.,Se hett dree Jahr brummt.
12598,Fabios Wagen parkt gegenüber von Elenas Haus.,Fabio sien Wagen parkt güntsied vun Elena ehr Huus.
12599,Er hat mehr Geld als Geschmack.,He hett mehr Geld as Smack.
12600,Der alte Mann ist über neunzig.,De ole Mann is över negentig.
12601,Das war hart wie Stein.,Dat weer hart as Steen.
12602,Ich ziehe mich an und dann möchte ich frühstücken.,Ik trecken mi an un denn will ik fröhstücken.
12603,Das Tor wird um acht Uhr geschlossen.,Dat Door warrt Klock acht dichtmaakt.
12604,Das Tor wird um acht Uhr geschlossen.,Dat Door warrt Klock acht slaten.
12605,Soll ich nächsten Sonntag kommen?,Schall ik tokamen Sünndag kamen?
12606,Soll ich nächsten Sonntag kommen?,Schall ik toern Sünndag kamen?
12607,"Die Schauspielerin sieht jünger aus, als sie ist.",De Schauspelerin sütt jünger ut as wat se is.
12608,Jeder Zucker ist süß.,All Zucker is sööt.
12609,Du kannst nicht weitergehen.,Du kannst nich wiedergahn.
12610,Ich will essen.,Ik will eten.
12611,Der Wind ist heute kalt.,De Wind is vondaag koolt.
12612,Ich lerne gerne Fremdsprachen.,Ik lehr geern Frömdspraken.
12613,Der Preis enthält keine Steuern.,In ’n Pries sünd de Stüürn nich mit in.
12614,Ich habe den Mann beim Stehlen erwischt.,Ik heff den Mann bi ’t Klauen faatkregen.
12615,"Sie war blind, taub und stumm.","Se weer blind, doof un stumm."
12616,Jemand hat eine Tasche auf der Bank stehenlassen.,Een hett en Tasch op de Bank liggen laten.
12617,Ich stelle den Wecker auf sechs.,Ik stell den Wecker op söss.
12618,Er hat das Haus geerbt.,He hett dat Huus arvt.
12619,Sie gingen Arm in Arm die Straße entlang.,Se güngen Arm in Arm de Straat langs.
12620,Er hätte Schauspieler werden sollen.,He harr Schauspeler warrn schullt.
12621,Es ist nur noch wenig Papier übrig.,Dor is nich mehr veel Papier över.
12622,Ich bin früh aufgestanden.,Ik bün froh opstahn.
12623,Wie lange bist du hier gewesen?,Wo lang büst du hier wesen?
12624,Wann soll ich wieder anrufen?,Wannehr schall ik wedder anropen?
12625,Hier bauen wir Weizen an.,Hier boot wi Weten an.
12626,Der Affe fiel vom Baum.,De Aap füll vun ’n Boom.
12627,Er hat sein Augenlicht bei einem Unfall verloren.,He hett sien Ogenlicht bi en Unfall verloren.
12628,Die Bank schließt freitags spät.,De Bank maakt freedaags later dicht.
12629,Ich habe den Namen vergessen.,Ik heff den Naam vergeten.
12630,Die Vögel fliegen in den Süden.,De Vagels fleegt na ’n Süden.
12631,Das haben wir nicht gemacht.,Dat hebbt wi nich maakt.
12632,Iss nicht zu viel Kuchen.,Eet nich to veel Koken.
12633,Du hast den Kuchen schon gegessen.,Du hest den Koken al eten.
12634,Sie lächelte mir schüchtern zu.,Se deed mi schoo tosmüüstern.
12635,Ohne Wasser kommen Pflanzen nicht aus.,Ahn Water kaamt Planten nich ut.
12636,Den ersten Preis gewann Janet.,Den eersten Pries hett Janet wunnen.
12637,Volltanken.,Vulltanken.
12638,Yumis Koreanisch wird immer besser.,Yumi ehr Koreaansch warrt ümmer beter.
12639,Das Museum liegt gleich um die Ecke.,Dat Museum liggt gliek üm ’e Eck.
12640,Diese Woche habe ich zu tun.,Disse week heff ik to doon.
12641,Ich bin der Größte in meiner Klasse.,Ik bün de Gröttste in mien Klass.
12642,Um wie viel Uhr schließt die Bäckerei?,Wannehr maakt de Bäckeree dicht?
12643,"Ich hoffe, dass sie mir hilft.","Ik hööp, dat se mi helpt."
12644,Die Suppe schmeckt nach Knoblauch.,De Supp smeckt na Knuuvlook.
12645,Er kann nicht Gitarre spielen.,He kann nich Gitarr spelen.
12646,Was erwartet er?,Wat verwacht he?
12647,"Als wir ankamen, hatte der Unterricht schon begonnen.","As wi ankemen, harr de Ünnerricht al anfungen."
12648,"Ken war im Supermarkt, um ein paar Eier zu kaufen.","Ken weer in ’n Supermarkt, üm en paar Eier to köpen."
12649,Kannst du mir eine Tasse Tee geben?,Kannst du mi en Tass Tee geven?
12650,Wie viele Kilometer sind es von hier bis zum Bahnhof?,Woveel Kilometers sünd dat vun hier bet na ’n Bahnhoff?
12651,Die Sahara ist eine große Wüste.,De Sahara is en groot Wööst.
12652,"Er will, dass du hier bleibst.","He will, dat du hier bliffst."
12653,Was möchtest du zu essen?,Wat wullt du to eten?
12654,Naoki und Kaori sind gleich alt.,Naoki un Kaori sünd lieker oolt.
12655,Sie ist 81 geworden.,Se is 81 worrn.
12656,Lynn rennt schnell.,Lynn rönnt gau.
12657,Hier ist ein Buch.,Hier is en Book.
12658,Wer ist schuld daran?,’Keen is dar Schuld an?
12659,Ich bin eine solche Behandlung nicht gewohnt.,"Ik bün dat nich wennt, so behannelt to warrn."
12660,Du hast Angst vor dem Tod?,Du büst vör ’n Dood bang?
12661,Ich kenne diesen Jungen.,Ik kenn dissen Jung.
12662,Der Junge packte den Hund am Schwanz.,De Jung hett den Hund bi ’n Steert packt.
12663,Er wollte auch mehr über die Bäume erfahren.,He woll ok mehr över de Bööm weten.
12664,Es wird kälter.,Dat warrt koler.
12665,Der Regen hielt vier Tage an.,De Regen hett veer Daag duurt.
12666,"Ich gebe dir, was du willst.","Ik geev di, wat du wullt."
12667,Was habe ich getan?,Wat heff ik daan?
12668,Von wem sind diese Bilder?,Von ’keen sünd düsse Biller?
12669,Ich habe kalte Füße.,Ik heff kole Fööt.
12670,Was hast du deinem Freund gekauft?,Wat hest du dien Fründ köfft?
12671,Was machst du heute?,Wat maakst du vondaag?
12672,Was macht ihr heute?,Wat maakt ji vondaag?
12673,Nicht stören!,Nich stören.
12674,"Du musst tun, was man dir gesagt hat.","Du musst doon, wat di seggt warrt."
